name,location,manufacturer,designer,type,model,track_layout,status,lift_launch,latitude,longitude,open_year,close_year,height,length,drop,max_angle,inversions,speed,restriction_low,restriction_up,gforce,duration,riders_per_hour,riders_per_train
Atlantica SuperSplash,Europa Park,Mack Rides,,Other,,water,,,48.2622,7.7211,2005,,29.992320000000003,118.872,9.144,50.0,0,79.52000000000001,1.0,,4.0,200.0,1400.0,
Bat (Lagoon),Lagoon Amusement Park,Vekoma,,Steel,suspended family,custom,operating,,40.9862,-111.8926,2005,,14.81328,104.2416,,,0,,1.0668000000000002,,2.2,90.0,650.0,20.0
Bocaraca,,Vekoma,,Steel,,cyclone,,lift,,,2005,,19.5072,350.00184,,,2,59.68,1.2192,,,,,28.0
Cobra (PowerPark),PowerPark,Vekoma,,Steel,boomerang,,operating,,63.2298,22.8587,2005,,35.53968,284.988,,,3,75.2,1.3,1.95,5.2,108.0,760.0,
Fairly Odd Coaster (Carowinds),Carowinds,Philadelphia Toboggan Coasters,John C. Allen,Wood,144a,,operating,lift,35.101,-80.9394,2005,,12.192,413.3088,10.668000000000001,,0,57.6,1.016,,,60.0,1250.0,
Frankie's Mine Train,,Zamperla,,Steel,family,,,lift,,,2005,,3.9624,80.01,,,0,,,,,,,12.0
G Force ,Drayton Manor Theme Park,Maurer AG,,Other,custom,,closed,,52.6128,-1.7147,2005,2018.0,24.9936,384.9624,,360.0,3,69.60000000000001,1.3462,1.9999959999999999,4.3,45.0,1100.0,12.0
Hades 360,Mt. Olympus Water & Theme Park,The Gravity Group,,Wood,,,operating,,43.617,-89.7893,2005,,41.4528,1446.5808000000002,42.672000000000004,65.0,1,96.0,1.2192,,3.5,140.0,,24.0
Hydra the Revenge,Dorney Park & Wildwater Kingdom,Bolliger & Mabillard,Werner Stengel,Steel,floorless,twister,operating,lift,40.581,-75.5325,2005,,28.956000000000003,974.7504,32.004000000000005,68.0,7,84.80000000000001,1.3716,,,155.0,1245.0,32.0
Italian Job: Stunt Track (Canada's Wonderland),Canada's Wonderland,Premier Rides,Werner Stengel,Steel,,,,launch,,,2005,,13.77696,597.408,9.50976,,0,64.0,1.2192,,,64.0,1000.0,12.0
Italian Job: Stunt Track (Kings Island),Kings Island,Premier Rides,Werner Stengel,Steel,,,,launch,,,2005,,13.77696,597.408,9.50976,,0,64.0,1.2192,,,64.0,1000.0,12.0
Kanonen,Liseberg,Intamin,Werner Stengel,Steel,accelerator,,closed,,57.6933,11.9954,2005,2016.0,23.98776,134.112,,90.0,2,74.56,1.4000000000000001,,,60.0,930.0,16.0
Kingda Ka,Six Flags Great Adventure,Intamin,Werner Stengel,Steel,accelerator,,operating,launch,40.1392,-74.4365,2005,,138.9888,950.3664,127.4064,90.0,0,204.8,1.3716,1.9558000000000002,,28.0,1400.0,18.0
American Dreier Looping,,Anton Schwarzkopf,Werner Stengel,Steel,,,,lift,,,2005,,33.8328,1049.7312,,,3,84.80000000000001,1.397,,4.7,,1500.0,20.0
Pandemonium ,,Gerstlauer,Werner Stengel,Steel,,,,lift,,,2005,,,411.7848,8.2296,,0,49.6,1.0668000000000002,,,,,
Powder Keg: A Blast into the Wilderness,,S&S – Sansei Technologies,Drew Schlie,Steel,,,,launch,,,2005,2003.0,29.8704,1068.6288,33.528,76.0,0,102.4,1.0668000000000002,,3.9,173.0,1000.0,16.0
Raging Spirits,Tokyo DisneySea,Intamin,Walt Disney ImagineeringSansei Technologies,Steel,looping,,operating,,35.6277,139.8808,2005,,,182.88,,,1,59.68,1.17,1.95,,98.0,,12.0
Rita ,Alton Towers,Intamin,Werner Stengel,Steel,accelerator,twister,operating,launch,52.985,-1.8905,2005,,18.40992,195.072,,,0,97.76,1.4000000000000001,1.95,4.7,25.0,1150.0,20.0
Sequoia Adventure,Gardaland,S&S - Sansei Technologies,,Steel,custom,,closed,launch,45.457,10.7076,2005,,29.992320000000003,,,,3,,1.4000000000000001,,,60.0,,4.0
SheiKra,Busch Gardens Tampa Bay,Bolliger & Mabillard,,Steel,dive,twister,operating,lift,28.0367,-82.4244,2005,,60.96,971.7024,,90.0,1,112.0,1.3716,,4.0,140.0,,24.0
Space Mountain: Mission 2,Disneyland Park (Paris),Vekoma,Walt Disney ImagineeringWerner Stengel,Steel,,,operating,launch,48.8741,2.7793,2005,,32.004000000000005,1000.0488,,,3,70.4,1.1988800000000002,,,135.0,2400.0,24.0
Superman Escape,Warner Bros. Movie World,Intamin,Werner Stengel,Steel,accelerator,custom,operating,launch,-27.908,153.3125,2005,,39.98976,231.64800000000002,12.192,90.0,0,99.36000000000001,1.4000000000000001,,4.2,100.0,820.0,20.0
Wild Mouse (Beech Bend Park),Beech Bend Park,Zamperla,,Steel,,twister,operating,,37.0225,-86.4017,2005,,13.014960000000002,419.98392000000007,,,0,46.56,1.0668000000000002,,2.5,90.0,900.0,4.0
10 Inversion Roller Coaster,Chimelong Paradise,Intamin,Werner Stengel,Steel,looping,,operating,,23.0044,113.3269,2006,,29.992320000000003,850.0262400000001,,,10,72.0,1.3716,1.9558000000000002,,92.0,1300.0,28.0
Black Mamba ,Phantasialand,Bolliger & Mabillard,,Steel,inverted,,operating,lift,50.7986,6.8803,2006,,25.99944,767.7912,,,4,79.52000000000001,1.397,,4.0,,1500.0,
Crystal Wing,Happy Valley Beijing,Bolliger & Mabillard,,Steel,flying,,operating,,39.866,116.4885,2006,,32.308800000000005,852.8304,30.48,,2,81.60000000000001,,,,,,
Eejanaika ,Fuji-Q Highland,S&S Arrow,Alan Schilke,Steel,4th dimension,,operating,lift,35.4884,138.7808,2006,,75.99578400000001,1153.006584,,89.0,3,125.28,1.25,2.0,,,1000.0,20.0
Expedition Everest,Disney's Animal Kingdom,Vekoma,Walt Disney Imagineering,Other,custom,custom,operating,lift,,,2006,,60.6552,1183.9956,24.384,,0,80.0,1.1176000000000001,,3.0,170.0,2050.0,34.0
Fairly Odd Coaster (Kings Island),Kings Island,Philadelphia Toboggan Coasters,John C. Allen,Wood,,figure 8,operating,lift,39.3432,-84.2693,2006,,11.76528,411.48,9.144,,0,56.0,1.016,,,90.0,1200.0,20.0
Golden Wings in Snowfield,Happy Valley Beijing,Vekoma,Vekoma,Steel,suspended looping,,operating,,39.865,116.4846,2006,,35.90544,748.00968,34.07664,,4,85.92000000000002,,,,92.0,,20.0
Goliath (Six Flags Over Georgia),Six Flags Over Georgia,Bolliger & Mabillard,,Steel,hyper,out and back,operating,lift,33.7692,-84.55,2006,,60.96,1365.5040000000001,53.34,59.0,0,112.0,1.3716,,,210.0,1220.0,36.0
Goliath (La Ronde),La Ronde,Bolliger & Mabillard,,Steel,hyper,out and back,operating,lift,45.5278,-73.5363,2006,,53.27904000000001,1231.0262400000001,51.99888,70.0,0,109.44000000000001,1.3716,,,180.0,,36.0
Grand Exposition Coaster,Silver Dollar City,Zamperla,,Steel,family,,operating,lift,36.6704,-93.3366,2006,,3.048,85.34400000000001,,,0,,,,,,,12.0
Italian Job: Turbo Coaster,,Premier Rides,Werner Stengel,Steel,,,,launch,,,2006,,13.77696,597.408,9.50976,,0,64.0,1.2192,,,64.0,1000.0,12.0
Jungle Racing,Happy Valley Beijing,Vekoma,,Steel,mine train,,operating,,39.868,116.4874,2006,,13.99032,785.0124000000001,,,0,48.160000000000004,,,2.2,140.0,1600.0,
Kentucky Rumbler,Beech Bend Park,Great Coasters International,,Wood,,twister,operating,,37.0225,-86.4017,2006,,29.260800000000003,861.6696000000001,24.384,,0,75.2,1.2192,,,,480.0,24.0
Kumali,Flamingo Land,Vekoma,,Steel,slc,,operating,lift,54.2117,-0.8066,2006,,35.8902,671.3982000000001,34.0614,55.0,4,87.84,1.2953999999999999,,4.7,92.0,1125.0,20.0
Patriot (Worlds of Fun),Worlds of Fun,Bolliger & Mabillard,,Steel,inverted,twister,operating,lift,39.1753,-94.4889,2006,,45.415200000000006,939.0888,37.4904,,4,96.0,1.3716,,,138.0,1160.0,28.0
Speed Monster,TusenFryd,Intamin,Stengel Engineering,Steel,accelerator,,operating,launch,59.7482,10.777,2006,,39.9288,690.0672000000001,,,3,89.44,1.397,,4.0,69.0,700.0,
Speed: No Limits,Oakwood Theme Park,Gerstlauer,Werner Stengel,Steel,,,operating,lift,51.779,-4.805,2006,,35.052,600.456,33.528,97.0,2,94.4,1.25,,4.5,90.0,800.0,8.0
Stealth ,Thorpe Park,Intamin,Werner Stengel,Steel,accelerator,,operating,launch,51.405,-0.5153,2006,,62.51448,121.92,,90.0,0,128.0,1.4000000000000001,1.96,,,,20.0
Super Grover's Box Car Derby,,Zierer,Ing.-Büro Stengel GmbH,Steel,,,,,,,2006,,,243.84,,,0,44.800000000000004,,,,,,28.0
Tatsu,Six Flags Magic Mountain,Bolliger & Mabillard,,Steel,flying,terrain,operating,lift,34.4219,-118.5975,2006,,51.816,1097.8896,33.8328,,4,99.2,1.3716,,,120.0,1600.0,32.0
Thunderbird (PowerPark),PowerPark,Great Coasters International,,Wood,,twister,operating,,63.2306,22.8579,2006,,24.9936,826.9224,24.384,,0,76.80000000000001,1.3,,,93.0,,
El Toro (Six Flags Great Adventure),Six Flags Great Adventure,Intamin,Werner Stengel,Wood,custom,out and back,closed,lift,40.1389,-74.4346,2006,,55.168800000000005,1341.1200000000001,53.644800000000004,76.0,0,112.0,1.2192,1.9558000000000002,,102.0,1400.0,36.0
The Voyage ,Holiday World & Splashin' Safari,The Gravity Group,"Mike Graham, Korey Kiepert, Larry Bill, Chad Miller, Will Koch",Wood,,out and back,operating,lift,38.1213,-86.9115,2006,,48.4632,1963.5216,46.9392,66.0,0,107.2,1.2192,,,165.0,1200.0,24.0
X-Coaster,Magic Springs and Crystal Falls,Maurer AG,,Steel,custom,,operating,,34.5179,-93.0151,2006,,45.72,149.9616,45.72,,0,104.0,1.3208000000000002,,,,500.0,12.0
Boardwalk Bullet,Kemah Boardwalk,Martin & Vleminckx,"The Gravity Group, LLC",Wood,,,operating,lift,29.5463,-95.0173,2007,,29.260800000000003,986.3328,28.041600000000003,55.0,0,81.60000000000001,1.2192,,3.5,105.0,800.0,
Crush's Coaster,Walt Disney Studios Park,Maurer AG,Walt Disney Imagineering,Steel,,,operating,,48.8682,2.7777,2007,,,,,,0,60.32000000000001,1.07,,,115.0,,4.0
De Vliegende Hollander,Efteling,Kumbak,Karel Willemen,Steel,,water,operating,lift,51.648,5.0474,2007,,18.01368,128.01600000000002,,,0,68.64,1.2,,2.0,343.0,1900.0,
Firehawk ,,Vekoma,,Steel,flying,,,lift,,,2007,,35.052,1018.032,,33.0,5,80.0,1.3716,2.032,4.3,130.0,520.0,24.0
Flying Fish ,Thorpe Park,Mack Rides,Blauer Enzian,Steel,powered,,operating,launch,51.4052,-0.5139,2007,,6.096,233.78160000000003,3.9624,,0,26.880000000000003,0.9,,2.1,,1100.0,38.0
Formule X,Drievliet Family Park,Maurer AG,,Steel,custom,,operating,launch,52.0544,4.3496,2007,,15.24,350.52000000000004,,,2,72.0,1.2953999999999999,,,27.0,650.0,
Furius Baco,PortAventura Park,Intamin,Werner Stengel,Steel,accelerator,,operating,launch,41.0847,1.1564,2007,,14.020800000000001,850.0110000000001,,,1,134.24,1.4000000000000001,1.95,4.7,55.0,,24.0
Galaxy Orbiter,Galaxyland,Gerstlauer,Ingenieurbüro Stengel GmbH,Steel,sit down,,operating,lift,53.5236,-113.6211,2007,,44.98848,138.684,,,0,39.84,1.0922,,3.26,77.0,500.0,4.0
Griffon ,Busch Gardens Williamsburg,Bolliger & Mabillard,,Steel,dive,twister,operating,lift,37.2344,-76.6475,2007,,62.484,947.3184,62.484,90.0,2,113.60000000000001,1.3716,,4.0,180.0,1400.0,30.0
Hollywood Dream – The Ride,Universal Studios Japan,Bolliger & Mabillard,Universal Creative,Steel,hyper,,operating,lift,34.6666,135.4338,2007,,44.01312,365.76,13.1064,50.0,0,89.44,1.32,,,151.0,,36.0
Infusion ,,Vekoma,Vekoma,Steel,suspended looping,,,lift,,,2007,2006.0,33.2232,688.8480000000001,,,5,80.0,1.3208000000000002,1.9558000000000002,4.5,96.0,832.0,16.0
Jimmy Neutron's Atomic Flyer,Movie Park Germany,Vekoma,RCS GmbH,Steel,suspended family,,operating,,51.62,6.9725,2007,,13.014960000000002,210.0072,,,0,,,,,,,
Journey to Atlantis,SeaWorld Orlando,Mack Rides,,Steel,,water,operating,lift,,,2007,,,,18.288,,0,,1.0668000000000002,,,356.0,,
Kirnu,Linnanmäki,Intamin,Werner Stengel,Steel,custom,,operating,,60.1883,24.94,2007,,25.420320000000004,141.76552800000002,,,0,59.2,1.397,,2.6,60.0,640.0,
Knightmare (Camelot),Camelot,Zierer,Anton Schwarzkopf,Other,,,closed,,,,2007,,26.5176,,,,0,64.0,1.3,,5.0,,,
Kvasten,Gröna Lund,Vekoma,,Steel,suspended family,,operating,lift,59.3226,18.0964,2007,,19.59864,120.396,,,0,54.720000000000006,1.1,,2.5,63.0,758.0,20.0
Maverick ,Cedar Point,Intamin,Werner Stengel,Steel,blitz,,operating,launch,41.4852,-82.6925,2007,,32.004000000000005,1356.3600000000001,30.48,95.0,2,112.0,1.3208000000000002,1.9812,,150.0,1200.0,12.0
Mick Doohan's Motocoaster,Dreamworld,Intamin,,Steel,,,operating,launch,-27.8628,153.3169,2007,,7.010400000000001,184.404,,,0,71.52000000000001,1.1,,,55.0,746.0,16.0
American Dreier Looping,,Anton Schwarzkopf,Werner Stengel,Steel,,,,lift,,,2007,,33.8328,1049.7312,,,3,84.80000000000001,1.397,,4.7,,1500.0,20.0
Mystery Mine,Dollywood,Gerstlauer,Werner Stengel,Steel,euro-fighter,terrain,operating,lift,35.7956,-83.5301,2007,,25.99944,550.0116,,95.0,2,69.60000000000001,1.2192,1.9304,,150.0,1000.0,8.0
Pandemonium ,,Gerstlauer,Werner Stengel,Steel,,,,lift,,,2007,,,411.7848,8.2296,,0,49.6,1.0668000000000002,,,,,
Phaethon ,Gyeongju World,Bolliger & Mabillard,,Steel,inverted,,operating,,35.8367,129.28,2007,,45.009816,999.996984,,,6,89.44,1.45,2.0,,140.0,,
Rage ,Adventure Island,Gerstlauer,Ingenieur Büro Stengel GmbH,Steel,euro-fighter,,operating,,51.5325,0.7167,2007,,21.945600000000002,360.88320000000004,,97.0,3,69.60000000000001,,,4.5,50.0,,
Renegade ,Valleyfair,Great Coasters International,,Wood,,out and back,operating,lift,44.8008,-93.4611,2007,,29.718,948.8424,27.85872,66.0,0,82.08,1.2192,,3.9,120.0,850.0,24.0
Sierra Sidewinder,Knott's Berry Farm,Mack Rides,Werner Stengel,Steel,spinning,,operating,,33.845,-117.9986,2007,,18.98904,429.76800000000003,11.8872,,0,59.2,1.0668000000000002,,,,,16.0
Star Flyer ,"Barangay 1, Pasay, Philippines",,,Other,,,closed,,14.556,120.9859,2007,,,,,,0,,,,,,,
Surfrider,Wet'n'Wild Gold Coast,Intamin,Ing.-Büro Stengel GmbH,Steel,half pipe,,operating,launch,-27.9143,153.3164,2007,,29.992320000000003,21.336000000000002,7.62,90.0,0,,1.4000000000000001,,,60.0,460.0,12.0
Troy ,Toverland,Great Coasters International,,Wood,,,operating,lift,,,2007,,31.912560000000003,328.33056000000005,9.35736,,0,86.4,,,2.4,110.0,850.0,24.0
Wicked ,Lagoon Amusement Park,Zierer,Werner Stengel,Steel,,,operating,launch,40.9839,-111.8956,2007,,33.528,624.9924,,90.0,1,88.0,1.1684,,4.8,106.0,900.0,8.0
Wipeout ,Pleasurewood Hills,Vekoma,,Steel,boomerang,,operating,lift,52.5075,1.7434,2007,,36.576,284.988,33.528,,6,80.0,1.3,,,,760.0,28.0
American Thunder ,Six Flags St. Louis,Great Coasters International,,Wood,,,operating,lift,38.5125,-90.6772,2008,,24.9936,826.9224,24.384,,0,76.80000000000001,1.2192,,,,850.0,24.0
Backlot Stunt Coaster,,Premier Rides,Werner Stengel,Steel,,,,launch,,,2008,,13.77696,597.408,9.50976,,0,64.0,1.2192,,,64.0,1000.0,12.0
Behemoth ,Canada's Wonderland,Bolliger & Mabillard,,Steel,hyper,,operating,lift,43.839,-79.5406,2008,,70.01256,494.05032000000006,21.031200000000002,75.0,0,123.36,1.37,2.0300000000000002,4.5,190.0,1545.0,32.0
Cobra (Tivoli Friheden),Tivoli Friheden,Sartori Rides,Ride Tek,Steel,inverted,,operating,lift,56.1358,10.1979,2008,,24.9936,399.8976,,,3,69.60000000000001,,,4.5,,720.0,
The Dark Knight Coaster,,Mack Rides,Werner Stengel,Steel,,wild mouse,,lift,,,2008,,13.716000000000001,369.7224,,,0,48.0,1.0668000000000002,,,120.0,,4.0
Dive Coaster (Chimelong Paradise),Chimelong Paradise,Bolliger & Mabillard,,Steel,floorless,,operating,lift,22.9996,113.3233,2008,,60.0456,,,90.0,1,109.44000000000001,1.4000000000000001,,4.4,,,
Dominator ,,Bolliger & Mabillard,Werner Stengel,Steel,floorless,,,lift,,,2008,2007.0,47.8536,1283.208,45.110400000000006,57.0,5,104.0,1.3716,1.9812,3.8,126.0,1600.0,32.0
Dragon's Run,,Bolliger & Mabillard,,Steel,sitting,,,lift,,,2008,2009.0,47.244,1139.3424,45.72,,6,104.0,1.3716,,,,,32.0
Fahrenheit ,Hersheypark,Intamin,,Steel,,,operating,lift,40.291,-76.6552,2008,,36.8808,822.96,,97.0,6,92.80000000000001,1.3716,,,85.0,850.0,
Flight Deck (Kings Island),Kings Island,Arrow Dynamics,,Steel,suspended,terrain,operating,lift,39.3476,-84.2652,2008,,23.7744,716.8896000000001,21.336000000000002,45.0,0,81.60000000000001,1.2192,,2.9,112.0,1200.0,28.0
Flight of the Hippogriff,,"Vekoma (Orlando, Japan)Mack Rides (Hollywood, Beijing)",Universal Creative,Steel,junior,,,lift,,,2008,,13.014960000000002,335.00568,,,0,45.6,0.9144,,,66.0,,16.0
Goliath (Six Flags Fiesta Texas),Six Flags Fiesta Texas,Bolliger & Mabillard,Werner Stengel,Steel,inverted,,,lift,,,2008,,32.004000000000005,820.8264,24.384,,5,80.0,1.3716,,4.0,120.0,1400.0,28.0
Jet Rescue,Sea World (Australia),Intamin,Sea World,Steel,,,operating,launch,-27.9568,153.4261,2008,,6.00456,170.68800000000002,,,0,69.60000000000001,1.25,,2.5,32.0,800.0,16.0
Kawasemi,Tobu Zoo,Intamin,,Steel,custom,,operating,,,,2008,,30.998160000000002,754.9896,,,0,84.48,,,,,,
Mammut ,Gardaland,Vekoma,,Steel,mk,,operating,lift,45.4578,10.7125,2008,,13.749528,1030.0106400000002,,,0,49.760000000000005,,,,165.0,,
Moto Coaster (Six Flags Darien Lake),Six Flags Darien Lake,Zamperla,Werner Stengel,Steel,motor bike,figure 8,operating,launch,42.9304,-78.3834,2008,,13.411200000000001,365.1504,,,0,60.800000000000004,1.2192,,,,250.0,12.0
Muntanya Russa (Tibidabo Amusement Park),Tibidabo Amusement Park,Vekoma,RCS GmbH,Steel,,,operating,,41.4228,2.1198,2008,,24.9936,739.7496,30.7848,,0,79.52000000000001,,,3.5,50.0,1010.0,16.0
Pandemonium ,,Gerstlauer,Werner Stengel,Steel,,,,lift,,,2008,,,411.7848,8.2296,,0,49.6,1.0668000000000002,,,,,
Pony Express ,Knott's Berry Farm,Zamperla,,Steel,motor bike,,operating,,33.8429,-118.0013,2008,,13.411200000000001,396.24,,,0,60.800000000000004,1.2192,,,36.0,900.0,16.0
Possessed ,,Intamin,Werner Stengel,Steel,,shuttle,,launch,,,2008,2006.0,54.864000000000004,214.57920000000001,,90.0,0,112.0,1.3208000000000002,1.9812,3.7,,950.0,28.0
Ravine Flyer II,Waldameer Park,The Gravity Group,The Gravity Group,Wood,,terrain,operating,lift,42.1093,-80.157,2008,,25.908,883.9200000000001,36.576,60.0,0,96.0,1.2192,,3.5,90.0,,24.0
Roller Coaster (Dai Nam Van Hien),Đại Nam Văn Hiến,Hebei Zhongye Metallurgical Equipment,,Steel,,,operating,lift,11.0433,106.6325,2008,,33.58896,207.264,9.144,50.0,4,74.56,1.3716,,4.0,120.0,1440.0,
Round About ,"2904 Fantasy Way Myrtle Beach, South Carolina, U.S.",,,Other,,,closed,,33.714,-78.933,2008,,,,,,0,,,,,,,
Salama ,Linnanmäki,Maurer AG,,Steel,,,operating,,60.1872,24.9392,2008,,17.03832,419.743128,,,0,59.68,,,,,800.0,
Soak'd,"2904 Fantasy Way Myrtle Beach, South Carolina, U.S.",,,Other,,,closed,,33.714,-78.933,2008,,,,,,0,,,,,,,
SpongeBob SquarePants Rock Bottom Plunge,Nickelodeon Universe,Gerstlauer,Werner Stengel,Steel,euro-fighter,,operating,lift,44.8553,-93.2425,2008,,22.707600000000003,418.00272000000007,,97.0,2,69.60000000000001,1.2192,,4.4,120.0,750.0,8.0
Steel Hawg,Indiana Beach,S&S – Sansei Technologies,Alan Schilke,Steel,el loco,,operating,lift,40.7909,-86.7718,2008,,29.260800000000003,,,111.0,2,65.60000000000001,1.2192,,,,,4.0
Steel Lasso,Frontier City,Chance Morgan,Vekoma,Steel,suspended family,,operating,,35.5838,-97.4405,2008,,14.904720000000001,89.30640000000001,,,0,48.0,,,2.2,43.0,845.0,
T Express,Everland,Intamin,Werner Stengel,Wood,custom,terrain,operating,lift,37.2898,127.2024,2008,,56.022240000000004,500.1768,14.017752000000002,77.0,0,103.36,1.3,1.95,,,1500.0,36.0
Tsunami ,,Anton Schwarzkopf,Werner Stengel,Steel,,,,,,,2008,,35.052,,29.8704,,0,88.0,1.397,,,,,
Afterburn ,Carowinds,Bolliger & Mabillard,Ing.-Büro Stengel GmbH,Steel,inverted,,operating,lift,35.1003,-80.9409,2009,,34.4424,900.9888000000001,,,6,99.2,1.3716,,,167.0,1380.0,32.0
Apocalypse: The Ride,Six Flags Magic Mountain,Great Coasters International,Jeff Pike,Wood,,,operating,lift,34.4213,-118.5998,2009,,28.956000000000003,876.9096000000001,26.60904,,0,80.16000000000001,1.2192,,,180.0,1000.0,22.0
Blue Fire,Europa-Park,Mack Rides,,Steel,,,operating,launch,48.2624,7.7185,2009,,37.7952,1056.01008,,,4,99.2,1.2953999999999999,,3.8,140.0,1450.0,
The Dark Knight Coaster,,Mack Rides,Werner Stengel,Steel,,wild mouse,,lift,,,2009,,13.716000000000001,369.7224,,,0,48.0,1.0668000000000002,,,120.0,,4.0
Diamondback (Kings Island),Kings Island,Bolliger & Mabillard,,Other,hyper,out and back,operating,lift,39.3421,-84.2674,2009,,70.104,1609.9536,65.532,74.0,0,128.0,1.3716,,4.2,180.0,1620.0,32.0
Diving Coaster,Happy Valley Shanghai,Bolliger & Mabillard,,Steel,dive,twister,operating,lift,31.0979,121.209,2009,,65.01384,296.2656,,90.0,1,109.44000000000001,,,4.0,140.0,,36.0
Escape of Novgorod,Hansa-Park,Gerstlauer,,Steel,,,operating,,54.0744,10.7814,2009,,39.98976,213.36,,,1,99.36000000000001,,,4.3,,900.0,
Falcon (Duinrell),Duinrell,Gerstlauer,Werner Stengel,Steel,,,operating,,52.1477,4.3792,2009,,22.00656,110.03280000000001,,97.0,3,69.60000000000001,1.2,,4.5,42.0,850.0,8.0
Grover's Alpine Express,Busch Gardens Williamsburg,Zierer,,Steel,force,,operating,,37.2361,-76.6444,2009,,7.315200000000001,182.88,,,0,42.400000000000006,0.9652,,,,,
Hollywood Rip Ride Rockit,Universal Studios Florida,Maurer AG,Universal Creative,Steel,custom,,operating,lift,28.4749,-81.4683,2009,,50.9016,1158.24,,,0,104.0,1.2953999999999999,2.0066,4.18,99.0,1850.0,12.0
Hornet ,,Vekoma,,Steel,,twister,,lift,,,2009,,8.5344,349.91040000000004,,,0,,1.0668000000000002,,,90.0,,
Insane (Gröna Lund),Gröna Lund,Intamin,,Steel,custom,,operating,,59.3233,18.0953,2009,,35.5092,97.536,,,0,59.68,1.397,,3.5,,,
ISpeed,Mirabilandia,Intamin,Werner Stengel,Steel,blitz,twister,operating,launch,,,2009,,54.864000000000004,,55.016400000000004,90.0,2,119.36,1.397,,,60.0,,
Kozmo's Kurves,"Elysburg, Pennsylvania, United States",,,Other,,,,,40.879,-76.505,2009,,,,,,0,,,,,,,
Manta (SeaWorld Orlando),SeaWorld Orlando,Bolliger & Mabillard,,Steel,flying,,operating,lift,28.4119,-81.4617,2009,,42.672000000000004,1023.8232,34.4424,,4,89.60000000000001,1.3716,,3.7,156.0,1500.0,32.0
Mumbo Jumbo ,Flamingo Land Resort,S&S – Sansei Technologies,,Steel,el loco,,operating,lift,54.209,-0.808,2009,,29.8704,,,112.0,2,65.60000000000001,1.2192,,3.0,,,
Prowler ,Worlds of Fun,Great Coasters International,,Wood,custom,terrain,operating,lift,39.1744,-94.4837,2009,,31.18104,936.9552,26.182320000000004,,0,81.92000000000002,1.2192,,,150.0,850.0,24.0
Roller Coaster (Papéa Parc),Papéa Parc,Zierer,Werner Stengel,Other,tivoli,figure 8,,,41.3535,-81.3756,2009,2007.0,8.01624,359.99928,7.62,,0,35.839999999999996,,,,,1250.0,40.0
Saw – The Ride,Thorpe Park,Gerstlauer,,Steel,euro-fighter,custom,operating,lift,51.4026,-0.5119,2009,,30.48,719.9376000000001,,100.0,3,88.0,1.4000000000000001,,,100.0,,8.0
